,listing_id,description,room_type
8849,16846462,Brooklyn Gem,entire home/apt
8850,16847069,Prime SOHO Luxury penthouse Loft,entire home/apt
8851,16854141,"Snug, Cozy 1 bedroom Apartment",entire home/apt
8852,16854754,"LRG DESIGNER STUDIO/1-BED, MIDTOWN, DOORMAN, ELEV.",entire home/apt
8853,16855055,"Spacious, bright room in luxury building",private room
8854,16858146,Entire Apartment in Hells Kitchen!,entire home/apt
8855,16859099,Manhattan &Time Square Less than 30min 1st floor.,private room
8856,16860045,2 bed spacious/Quiet Upper Ditmars Astoria Wifi.,entire home/apt
8857,16865916,"Modern Living, Views, Summer in the City!",entire home/apt
8858,16867024,Stunning Terrace/garden Design 2 BR Apartment,entire home/apt
8859,16869999,"Philosopher's Private Room, Clean, 1.5 Baths",private room
8860,16870827,Private Lrg bedroom in a convrtable 2 Bed Apt.,private room
8861,16873148,3BR Home 25 Mins to Times Square + Manhattan,entire home/apt
8862,16880235,Light-filled Bowery 1BD Apartment,entire home/apt
8863,16883129,Charming Studio In Historic Home,entire home/apt
8864,16883813,Cozy and Sunny 2 bedroom apartment,entire home/apt
8865,16884405,"Guest Room in High Ceiling Duplex, Williamsburg! 2",private room
8866,16884587,"Beautiful 2 Bedroom Apartment Woodside, Queens, NY",entire home/apt
8867,16892955,"Huge Comfy Studio with Private Bath, Near Metro",entire home/apt
8868,16893907,Newly renovated modern Apt in heart of Astoria NY,entire home/apt
8869,16896105,Peaceful room in hip BK area 15 min to Manhattan,private room
8870,16898313,Large 2 bdrm loft with outdoor space + trains,entire home/apt
8871,16899058,The ❤️ of SoHo: Adorable 2 br // event space,entire home/apt
8872,16905585,Bright and Spacious East Village Loft,entire home/apt
8873,16912472,Private East Village Bedroom &Roof Deck(manhattan),private room
8874,16914748,Beautiful Garden Apartment in Bed Stuy Brownstone,entire home/apt
8875,16916191,Bedstuy Brownstone,entire home/apt
8876,16916708,"Cozy 1br apartment, 25 min away from Manhattan",entire home/apt
8877,16917225,Glamorous Queen  room in the centre of EVERYTHING!,private room
8878,16918104,Cozy Private Room,private room
8879,16928488,Private apartment in new Brooklyn building!,entire home/apt
8880,16929145,UES(mini loft)Clean flex room (Female Only),private room
8881,16930274,"Great 1 BR- Q train, Museum Mile and Central Park!",entire home/apt
8882,16933257,Bay Ridge Apt,entire home/apt
8883,16936036,Budget Friendly Place WIFi AC Parking Comfy Bed,private room
8884,16943101,*New 4 bedrooms 2 Bath Home 15 mins to manhattan!,entire home/apt
8885,16943178,Ladies Only: Spacious Shared Apt,shared room
8886,16944820,Large *COZY* Private Bedroom near Yankee Stadium,private room
8887,16945495,"Queen size bed, private bathroom, great location",private room
8888,16954154,Cozy with a private bathroom bklyn,private room
8889,16954330,The Cozy Cole room at Harlem Townhouse,private room
8890,16959759,Cute little room in a 3BR apt with shared bath.,private room
8891,16961126,Classic Room in Vintage Loft,private room
8892,16962435,Artist Loft Bedroom,private room
8893,16965072,Large Bright Home on 2 floors perfect for families,entire home/apt
8894,16965094,*THE ROOM IS PRIVATE. HUNGRY FOR A KITCHEN ?*,private room
8895,16965291,"basic room, prime location, 30 day minimum",private room
8896,16965968,Cute Room in Lower East Side!,private room
8897,16965972,Charming Bedroom in hip Lower East Side!,private room
8898,16969156,Cozy Manhattan Studio,entire home/apt
8899,16970733,Gramercy / East Village Studio,entire home/apt
8900,16971247,"Charming, Light drenched Upper East Side studio",entire home/apt
8901,16972627,Strawberry Fields Forever!,entire home/apt
8902,16973662,1st Floor in New (2flr) Williamsburg Apartment,private room
8903,16974219,Big Room with Queen Bed&Comfy Couch,private room
8904,16976026,Cheap Family home with desk 10 mn to JFK+Mall,private room
8905,16976267,Large Room in Queens,private room
8906,16983203,Cozy Private Studio Close to JFK w kitchen & bath,private room
8907,16987479,Sunny LEGO’s Home,entire home/apt
8908,16991994,Spectacular one bedroom Close to Park,entire home/apt
8909,16994272,Luxury 2-bedroom apartment in Harlem,entire home/apt
8910,16996170,2 Bed 2 Bath Close to Park pool In Building,entire home/apt
8911,16996664,2 Bed 1 Bath Close to Park,entire home/apt
8912,16996954,2 Bed 2 Bath Close To Park Pool in building,entire home/apt
8913,16999426,Beautiful Large Private Apt in Amazing Neighbrhood,entire home/apt
8914,17000577,Charming Brooklyn Heights Abode,entire home/apt
8915,17005665,Nice Room in Manhattan,private room
8916,17006745,Wonderful 1BR in ideal Williamsburg location,private room
8917,17007971,Charming Ground Floor,entire home/apt
8918,17009057,Beauty Brooklyn 2BR close to trains 30+ days only,entire home/apt
8919,17009742,Charming Light-Filled Apartment in Boerum Hill,entire home/apt
8920,17010314,Williamsburg stylish home!,entire home/apt
8921,17013137,Cozy private bedroom in Bedford Stuyvesant,private room
8922,17013623,"Cute one bedroom apt. in Greenpoint, Brooklyn.",private room
8923,17014341,Spacious Studio in E Flatbush,entire home/apt
8924,17014809,Victorian Sanctuary in a Historic Brownstone,private room
8925,17020317,Brooklyn Brownstone parlor living with full A/C,entire home/apt
8926,17026213,Cozy Bed-Stuy Getaway!,private room
8927,17027226,"Modern,Elegant,Private,with parking spot,safe area",entire home/apt
8928,17029902,Midsize room in Queens.,private room
8929,17037199,Cozy East Village Room w/Bonus Cats,private room
8930,17043121,Perfect 1 Bedroom in Heart of Lower East Side,entire home/apt
8931,17044854,Beautiful Private Bedroom in Bronx Apartment,private room
8932,17045488,Huge Room in Home with Backyard Near Metro,private room
8933,17045788,Cute RM in Private Home with Backyard/Near Metro,private room
8934,17046562,Spacious vintage  3 Bed Room home in Brooklyn,entire home/apt
8935,17070038,CHILLIN ON 5TH,private room
8936,17070798,"Artsy One Bedroom Apartment in Sunnyside, LIC",entire home/apt
8937,17071462,Large comfortable room near Penn Station,private room
8938,17073231,RE - Budget Friendly room in the Greenpoint Area!,private room
8939,17073870,South Beach Apartment Express to Manhattan,entire home/apt
8940,17073983,Mags,entire home/apt
8941,17074757,Ready!,private room
8942,17075535,"Lovely, private studio apartment near Manhattan.",entire home/apt
8943,17076571,Middle of center of New York City!,entire home/apt
8944,17076735,Summer Special-Near Bronx Zoo/Botanic Garden/Metro,entire home/apt
8945,17078612,COZI AND GLAM IN MANHATTAN,private room
8946,17079313,YOUR DREAM SUITE IN MANHATTAN,private room
8947,17080093,Williamsburg Sunny Spacious Bedroom Great Location,private room
8948,17088382,"A Prime location private room furnished 3br,2b ap",private room
8949,17093180,Studio in Manhattan (UES),entire home/apt
8950,17094226,1 Bedroom 3 People - The Heart of Jackson Heights,private room
8951,17095035,Large NYC FLAWLESS Room  Close to public transport,private room
8952,17095296,RF - Budget Friendly room in the Greenpoint Area!,private room
8953,17095925,Comfy Bedroom in Bushwick (3mins from Train),private room
8954,17095971,Charming Cozy Designer Home- Private House,entire home/apt
8955,17097239,Coney Island Pvt 1 Br Apt. * Wi-Fi,entire home/apt
8956,17097495,The Chester Himes Room at Harlem Townhouse,private room
8957,17097898,Private room 5 mins to Manhattan 2 blocks to train,private room
8958,17105446,"15 Minutes to Manhattan, Heart of Astoria",private room
8959,17106705,Above Season Beach Loft,entire home/apt
8960,17108224,Stunning Brand New 2bed/2bath House Best Loacation,entire home/apt
8961,17108995,@ AMAZING ROOM @ TIMES SQUARE @ BEST LOCATION @,private room
8962,17109623,Sunny Renovated Private Room in the East Village,private room
8963,17111449,Spacious Private Room - Harlem/Manhattan Townhouse,private room
8964,17112036,Beautiful Private Room - Harlem/Manhattan Townhome,private room
8965,17116411,3-BDRM/2 BATH Apartment AMAZING LOCATION on UWS!,entire home/apt
8966,17117129,LastM & EarlyBirdDiscount! ModernCozy Apt Parkview,entire home/apt
8967,17117631,The Corky Hale Room at Harlem Townhouse,private room
8968,17118782,Modern East Village Tenement (1 bedroom),entire home/apt
8969,17120052,"Great 1BR available in E Vlg, close to everything!",private room
8970,17120582,The McCarren - A Two Bedroom Over the Park! #10262,entire home/apt
8971,17122054,Charming Duplex in Manhattan,entire home/apt
8972,17122333,Luxury 2Bed/2Bth Private Loft Best NYC Location,entire home/apt
8973,17122439,Charming Studio with your Own Private Patio,entire home/apt
8974,17122814,Sunny room,private room
8975,17123353,*WINTER DISCOUNT WILLIAMSBURG CHIC W/PRIVATE PATIO,entire home/apt
8976,17123646,Oversized bedroom with living space,private room
8977,17125159,Clean and Stylish Newly Renovated Apartment,entire home/apt
8978,17136721,Charming Room on Prime SoHo Block,private room
8979,17137626,"~UptownOasis~ Historic charm, HUGE room & privacy•",private room
8980,17141413,Cozy studio close to train and shopping avenue!!!,entire home/apt
8981,17142987,Charming Apartment with Private Backyard,entire home/apt
8982,17147561,Best Location + Private Roof Deck,private room
8983,17150899,Modern new  large duplex apartment.,entire home/apt
8984,17151145,Quiet West Village Gem,entire home/apt
8985,17152737,Chelsea Artist's Apartment,entire home/apt
8986,17153913,Charming Sunny Williamsburg/Greenpoint Apartment,entire home/apt
8987,17154204,Tranquil space,entire home/apt
8988,17157615,"East Village, Private room with access to garden",private room
8989,17158871,"19th Cent. Brooklyn Hts, Moments from Manhattan",entire home/apt
8990,17168007,"NYMT07-1 LUXURY! Studio,Cozy,Gym,doorman Stu-7",entire home/apt
8991,17173473,Ocean Blue Room,private room
8992,17174519,Chelsea Brownstone 3 Bedroom House,entire home/apt
8993,17176173,Artistic room steps from A train,private room
8994,17177726,Spacious and Bright Brooklyn Two Bedroom Apartment,entire home/apt
8995,17186834,Private charming room for gate away.,private room
8996,17187785,Private room in bustling East Village,private room
8997,17187942,"Cozy, neat, spacious 2 BR apartment in East Harlem",entire home/apt
8998,17188790,Large Bedroom next to Prospect Park and BK Museum,private room
8999,17189484,The Traveler's Suite,entire home/apt
9000,17189799,Spacious Studio - Midtown East,entire home/apt
9001,17189812,"Beautiful, Modern, Airy, Comfy, Art Music Studio",private room
9002,17192800,法拉盛summer家(C)closed to JFK&LGA&Citi Field#Parking,private room
9003,17209321,Tranquil Room in Manhattan,private room
9004,17209680,"Sunny, quiet and oh-so-central East Village nest.",entire home/apt
9005,17210984,Artists' Room in Beautiful Brownstone Brooklyn,private room
9006,17211246,Cute clean 1 rm,private room
9007,17211583,Minimalist Hideaway In The Heart of Bushwick,private room
9008,17211881,A Cozy 2-Bedroom Apartment in Astoria.,entire home/apt
9009,17211908,Sunny and Serene,private room
9010,17212052,1BR - Prime Williamsburg Location - Outdoor Space,entire home/apt
9011,17214699,Charming Apt Mins Away from City,entire home/apt
9012,17218433,ACTOR PHILIP SEYMOUR HOFFMAN LIVED HERE,entire home/apt
9013,17219303,Stylish Apt in the Heart of Greenwich Village,entire home/apt
9014,17222011,Spacious Apartment in the Heart of Manhattan,entire home/apt
9015,17222454,Sun Room Family Home LGA Airport NO CLEANING FEE,private room
9016,17223109,Cute Chelsea Apartment - 1 BR - Amazing Location!,entire home/apt
9017,17223725,"Artistic Room with AC,3 Mins walk to the subway",private room
9018,17224136,Spacious Apt. 20 Mins from Manhattan!,private room
9019,17224372,Friendly Room 20-202,private room
9020,17224797,Quiet Apt in the Upper West Side near Central Park,entire home/apt
9021,17225037,Private Room20-102,private room
9022,17231011,Clean 1br w/Parking Incl.  also 10min near JFK/LGA,private room
9023,17233932,Private Bedroom in Williamsburg,private room
9024,17234955,Getaway 2 Bed 1 Bath close to park,entire home/apt
9025,17236095,Spectacular 2 bed 1 bath Close to Park,entire home/apt
9026,17236462,Large 2 bed 2 bath close to Park,entire home/apt
9027,17239021,"East Village, private room with free breakfast",private room
9028,17239321,Awesome Apartment in the E Village!,entire home/apt
9029,17240729,"Guest Room in High Ceiling Duplex, Williamsburg! 1",private room
9030,17242854,Yankee Stadium apartment in Bronx,private room
9031,17249755,Bedstuy/Bushwick - Fully Renovated One Bedroom,entire home/apt
9032,17252229,Balcony on 2nd floor Entire Apt close to Subway,entire home/apt
9033,17252480,Private Studio in a superb location,entire home/apt
9034,17255526,Brooklyn Bushwick,private room
9035,17255880,Modern Rooftop Loft W/ Private Ensuite & Cityviews,private room
9036,17257339,Contemporary. Spacious Apartment. Close to Ferry.,entire home/apt
9037,17261922,Townhouse apt. Close to city. 3 bedrooms & 2 bath,entire home/apt
9038,17263207,Brooklyn home.  Comfort and clean. Liguria room.,private room
9039,17263550,Thelonious Monk room at The Harlem Townhouse,private room
9040,17265284,"Luxury/3 bdrms/2 baths/private parking/1,000 sqft",entire home/apt
9041,17266124,"Shay's Place #1
( 1 Bdrm. Apt )
5 mins From JFK",entire home/apt
9042,17267017,Spacious Private 1BR with more sleeping space,entire home/apt
9043,17267665,"Spacious, Private 1BR with more sleeping space",entire home/apt
9044,17269114,RH - Budget Friendly room in the Greenpoint Area!,private room
9045,17269342,Large one-bedroom in of Manhattan mid-town west,entire home/apt
9046,17269656,"Magical, Welcoming & Beautiful Huge 1 Bedroom Apt",entire home/apt
9047,17270768,Newly Renovated Greenpoint Abode,entire home/apt
9048,17277132,"BROOKLYN HEIGHTS Private Studio, 1 stop Manhattan!",entire home/apt
9049,17278544,SUNNY AND SPACIOUS FULL FLOOR APT!!,entire home/apt
9050,17280847,Beautiful 2BR with Private Rooftop Deck LES,entire home/apt
9051,17283064,法拉盛summer家(B)closed to JFK&LGA&Citi Field#parking,private room
9052,17284471,Modern Apt on Best Location in Brooklyn !,entire home/apt
9053,17286647,Charming 1 Bedroom in center of East Village,entire home/apt
9054,17294950,A Room with a View at The Funky Loft,private room
9055,17295495,Private Room in Hell's Kitchen,private room
9056,17298590,Your Home Away from Home,entire home/apt
9057,17299278,E. W'burg Private Room near subway,private room
9058,17299611,Private bedroom in the heart of West Village,private room
9059,17300167,"Spacious, modern, cozy & bright Williamsburg oasis",entire home/apt
9060,17304849,Spacious Brownstone  1Bd,private room
9061,17305490,Gorgeous Studio & Balcony Garden @ THE MOTHERSHIP,entire home/apt
9062,17306146,MODERN ROOM IN CHARMING CLINTON HILL+ SWEET VIEW 1,private room
9063,17311213,Backpackers Dream for 1 at The Funky Loft,private room
9064,17314298,Spacious and charming apartment in Brooklyn,entire home/apt
9065,17317366,Manhattan Midtown Vacation Home away from Home,entire home/apt
9066,17318207,"Attractive Room, Quiet Area . Easy commute Man.",private room
9067,17318814,Beautiful Sunlit Retreat in Manhattan,entire home/apt
9068,17319360,Private  suite,entire home/apt
9069,17321243,Sweet deco room in amazing location,private room
9070,17325829,My little LOFT in Brooklyn :),entire home/apt
9071,17326116,Charming place on the hippest street in NYC,entire home/apt
9072,17329090,Live Like a Local in West Village!,entire home/apt
9073,17331192,Williamsburg Bedfd Stop 1000 sqft 1 Bed + 1.5 Bath,entire home/apt
